DATASET,DATA_ID,STUDY_PART,TEXT,GROUND_TRUTH_LABEL
deliberation-sarcasm,19267,breadth,"Product: New Moon (The Twilight Saga, Book 2) (Hardcover)Review Title: ""Chinese Water Torture and Editors""Wow... the first one was at least good to read the first time, but this just sucked.   I'm the kind of girl who hated Romeo and Juliet. I hated the way they committed suicide over each other, and how Juliet picked Romeo over actually having a life even though being with Romeo meant suicide. Therefore, it's not to hard to figure out that I wasn't all too fond of this.  I actually don't know who I pity more: me, for reading this book when Chinese water torture might have been preferable, the editor for having to fix it from whatever level of absolute hopelessness it was in to the level of suckiness that it became, or Bella whose love left her (a sign to get over them to anyone reading this- don't wallow over some idiot) and was adament about their inexistent future together in the first place. Hm. Real tuffie. I don't know if me or the editor had it worse.   What about Bella? Who cares, she was an idiot.   And if love makes people fools, then it's not all its cracked up to be and I'm fine being single.",
deliberation-sarcasm,19269,breadth,"Product: Microsoft Windows 7 Home Premium (DVD-ROM)Review Title: ""Its another Bill Vista Gates""The secret to become rich is easy, Make a none working(windows) product which is none existent(virtual)and make all who use it to pay multiple times for the same product(dont provide bootdiscs,instead embedded chips). O I allmost forgot the most important thing you need immunity from the government(s), in order to continue to billionaire status. Bill did it over and over again and here it is again. Tatataaaaa Vista 7, oops sorry Windows 7. To be continued with Window 8 next year spring hahaha..",
deliberation-sarcasm,19275,breadth,"Product: Vulli Sophie the Giraffe Teether, Brown/ White (Baby Product)Review Title: ""Sophie has no spots now""This toy is WAY over rated.  The spots rub off with water. Sophie is naked now and her eyes look like her mascara has run down her face.  Not to mention that she feels and sounds like a dog toy, which is why my mom's dog ate her head.",
deliberation-relation-person-place,19277,breadth and depth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?President Vieira ""lived in"" BissauSentence:The newly named Guinean minister of security and civilian protection arrived in Bissau on Tuesday for an hour-long visit in which he briefed President Vieira on reasons for the Dec. 23 coup launched by young military officers.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_not_expressed
deliberation-relation-person-place,19278,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Bhutto ""lived in"" PakistanSentence:In his comments in Crawford, Bush said, ""Mrs. Bhutto served her nation twice as prime minister and she knew that her return to Pakistan earlier this year put her life at risk, yet she refused to allow assassins to dictate the course of her country.""Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_not_expressed
deliberation-relation-person-place,19279,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Pavarotti ""died in"" ModenaSentence:Pavarotti died September 6 aged 71 in his hometown of Modena, in northern Italy, after suffering from pancreatic cancer.Definition of ""died in"":""Died in"" means a person died in a certain location. This is most often indicated by actually using the words ""died in"" in a sentence.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_expressed
deliberation-relation-person-place,19280,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Paulos Faraj Rahho ""died in"" MosulSentence:The body of the Chaldean Catholic archbishop of Mosul, Paulos Faraj Rahho, who was kidnapped by gunmen in Mosul in northern Iraq late last month as he drove home after afternoon Mass, was discovered Thursday in an area south of the city, church officials and the Iraqi police said.Definition of ""died in"":""Died in"" means a person died in a certain location. This is most often indicated by actually using the words ""died in"" in a sentence.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_not_expressed
deliberation-relation-person-place,19281,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Lazare Ponticelli ""died in"" FranceSentence:The last remaining veteran of World War I, Lazare Ponticelli, who died Wednesday in France at age 110 after outliving all the other 8.4 million Frenchmen who fought in what they called ""la Grande Guerre.""Definition of ""died in"":""Died in"" means a person died in a certain location. This is most often indicated by actually using the words ""died in"" in a sentence.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_expressed
deliberation-relation-person-place,19282,breadth and depth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Samak Sundaravej ""lived in"" BangkokSentence:Bangkok, Thailand -- Samak Sundaravej -- the man likely to become Thailand's next prime minister -- is known for his sharp tongue and short temper.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_not_expressed
deliberation-relation-person-place,19283,breadth and depth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Hassan ""lived in"" IraqSentence:Hassan, the director of CARE international in Iraq, was abducted in Baghdad in October 2004 and shown on a video pleading for her life, calling on British Prime Minister Tony Blair to withdraw troops from Iraq.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_not_expressed
deliberation-relation-person-place,19284,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Nicolas Sarkozy ""lived in"" FranceSentence:Nicolas Sarkozy leads Bastille Day celebrations, his first after being elected as France's president.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_expressed
deliberation-relation-person-place,19285,breadth and depth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Rafik Hariri ""died in"" LebanonSentence:But some Lebanese believe Syria continues to cause trouble in Lebanon -- pointing to a rash of recent bombings in Lebanon and the assassination of former leader Rafik Hariri in early 2005.Definition of ""died in"":""Died in"" means a person died in a certain location. This is most often indicated by actually using the words ""died in"" in a sentence.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_not_expressed
deliberation-relation-person-place,19286,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Bush ""lived in"" United StatesSentence:The United States needs to be ready to press compromise proposals, something Bush and his secretary of state, Condoleezza Rice, show little interest in doing.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_not_expressed
deliberation-relation-person-place,19287,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?President Kennedy ""died in"" DallasSentence:President Kennedy was assassinated in Dallas.Definition of ""died in"":""Died in"" means a person died in a certain location. This is most often indicated by actually using the words ""died in"" in a sentence.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_expressed
deliberation-relation-person-place,19288,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Ian Khama ""lived in"" BotswanaSentence:Botswana's President Ian Khama is one of the few African leaders to openly criticize Mugabe.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_expressed
deliberation-relation-person-place,19289,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Snowden ""lived in"" United StatesSentence:Mr. Snowden flew to Russia after leaving the United States.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_not_expressed
deliberation-relation-person-place,19290,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Litvinenko ""lived in"" LondonSentence:Litvinenko died of radioactive poisoning, from Polonium 210, in his home in London.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_expressed
deliberation-relation-person-place,19291,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Saddam Hussein ""lived in"" IraqSentence:The United States launched the Iraq war and toppled the Saddam Hussein regime.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_expressed
deliberation-relation-person-place,19292,breadth and depth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Putin ""lived in"" RussiaSentence:Russia's relations with the West are a perennial topic at the press conference, which gives foreign journalists a rare chance to directly ask a question of Putin -- and gives Putin a chance to portray Russia, as he often does, as a country under attack from ill-wishers abroad.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_not_expressed
deliberation-relation-person-place,19293,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Yuri Luzhkov ""lived in"" MoscowSentence:Klaus is scheduled to meet Moscow Mayor Yuri Luzhkov and receive an honorary doctorate at the Moscow State University.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_not_expressed
deliberation-relation-person-place,19294,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Suu Kyi ""lived in"" YangonSentence:Suu Kyi, who is held under house arrest in Yangon by the military junta, appeared outside her house last week as a gesture of support for the marchers.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_expressed
deliberation-relation-person-place,19295,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Bachardy ""lived in"" Los AngelesSentence:Economically limning Isherwood's aristocratic upbringing and early career, as well as Bachardy's years being brought up by a star-struck mother in Los Angeles, “Chris & Don” chronicles their relationship with simplicity and discretion.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_expressed
deliberation-relation-person-place,19296,breadth and depth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Michael McMahon ""lived in"" Staten IslandSentence:And on Staten Island, Democrat Michael McMahon beat GOP contender Robert Straniere for a seat that became vacant after Representative Vito Fossella, who in May was charged with drunken driving and acknowledged having a child from an extramarital affair, decided not to run for reelection.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_not_expressed
deliberation-relation-person-place,19297,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Baitullah Mehsud ""lived in"" South WaziristanSentence:Separately, troops on Friday continued to comb mountains in the tribal region of South Waziristan around the hideout of Islamist warlord Baitullah Mehsud, officials said.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_not_expressed
deliberation-relation-person-place,19298,breadth and depth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Aung San Suu Kyi ""lived in"" YangonSentence:There had been speculation Gambari would return to Yangon on Tuesday to meet with detained pro-democracy leader Aung San Suu Kyi.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_not_expressed
deliberation-relation-person-place,19299,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Vladimir Putin ""lived in"" RussiaSentence:U.S. President George W. Bush and his Russian counterpart, Vladimir Putin, announced the initiative last July at the Group of Eight summit in St. Petersburg, Russia, urging like-minded countries to expand joint efforts to ""combat nuclear terrorism on a determined and systematic basis"".Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_expressed
deliberation-relation-person-place,19300,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Kim Dong-kyu ""lived in"" South KoreaSentence:Earl Benjamin Yap from Philippines upset Kim Dong-kyu of South Korea 116-114 in the final to win the men’s compound gold at the Asian Archery Championships here on Monday.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_expressed
deliberation-relation-person-place,19301,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Narendra Modi ""lived in"" IndiaSentence:Sunday's vote in Gujarat, in western India, was also a personal victory for Narendra Modi, arguably India's most divisive politician.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",relation_not_expressed
deliberation-relation-person-place,19302,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Nawaz Sharif ""lived in"" PakistanSentence:Bhutto's return initially drew a disdainful reaction from the party of Nawaz Sharif, another former prime minister who was deported from Pakistan when he tried to return from exile Sept. 10.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",
deliberation-relation-person-place,19303,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Mahmoud Zahar ""lived in"" GazaSentence:Mahmoud Zahar, a military leader, said his group was waiting for Gaza's response.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",
deliberation-relation-person-place,19304,breadth and depth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Nuri al-Maliki ""lived in"" IraqSentence:Prime Minister Nuri al-Maliki will begin a regional tour on Sunday to drum up support for next month's international conference in Egypt aimed at quelling the raging bloodshed in Iraq.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",
deliberation-relation-person-place,19305,breadth and depth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?King Abdullah ""lived in"" Saudi ArabiaSentence:Iranian President Mahmoud Ahmadinejad chided Saudi Arabia bluntly telling King Abdullah in a telephone conversation that he wished Riyadh was not attending the conference.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",
deliberation-relation-person-place,19306,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Juan Camilo Mourino ""lived in"" Mexico CitySentence:The Lear jet slammed into a busy district in Mexico City on Tuesday, killing five people on the ground and nine on the plane, including Interior Minister Juan Camilo Mourino and Mexican former anti-drug prosecutor Jose Luis Santiago Vasconcelos.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",
deliberation-relation-person-place,19307,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Samir Kantar ""lived in"" LebanonSentence:He blasted the hero's welcome being prepared in Lebanon for Samir Kantar, a Lebanese fighter with a Palestinian faction who was among the Lebanese prisoners being exchanged for the two Israelis.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",
deliberation-relation-person-place,19308,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Antel ""lived in"" ViennaSentence:""Mrs. Antel wishes us simply to announce that the film director gently slipped away,"" a spokesperson for the old persons' home in Vienna where Antel was staying also said.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",
deliberation-relation-person-place,19309,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Alexander Kotov ""lived in"" western MoscowSentence:Alexander Kotov, 47, a businessman, died after casting his ballot in western Moscow.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",
deliberation-relation-person-place,19310,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Bhutto ""lived in"" KarachiSentence:All were anxious to avoid a repeat of the double suicide bombing that targeted Bhutto's homecoming last month in her port city stronghold of Karachi, killing 139 people.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",
deliberation-relation-person-place,19311,breadth and depth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Kenyatta ""lived in"" KenyaSentence:Kenyatta -- a son of Kenya's first president and independence hero, Jomo Kenyatta -- came second to Kibaki in 2002.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",
deliberation-relation-person-place,19312,breadth,"Read the question, sentence, definition, and instructions carefully.Is the following relation expressed in the sentence below?Vincent Otti ""lived in"" UgandaSentence:An outbreak of cholera has swept a camp housing Uganda's rebel Lord's Resistance Army, infecting its leader Joseph Kony, his deputy Vincent Otti, and scores of fighters, a spokesman said Friday.Definition of ""lived in"":""Lived in"" means a person spent time in a place for more than a visit. Working in a location does not imply that a person has a ""lived in"" relation except for the country of national officials. You may assume that someone who has held a national office or played for a national sports team has lived in the country they serve or represent. Ambassadors should be counted as national-level officials.General Instructions:You should only select ""Expressed"" if the relation can be inferred by reading the sentence, even if you know others are true. You also should not say ""Expressed"" based on facts that are likely to be true, but you are not sure after reading the sentence.Make sure you understand what two entities you are checking the relation for.",
