DATA_ID,DATASET,ANNOTATOR_ID,STUDY_PART,ORDER,LABEL_ID,ORIGINAL_LABEL,ORIGINAL_CONFIDENCE,EVIDENCE,QUESTION_DO_YOU_THINK_OTHER_PEOPLE_MIGHT_CHOOSE_A_DIFFERENT_ANSWER_THAN_YOU_DID,QUESTION_WHY_DO_YOU_THINK_OTHER_PEOPLE_MIGHT_CHOOSE_A_DIFFERENT_ANSWER,QUESTION_PLEASE_ELABORATE_ON_YOUR_ANSWER_TO_THE_PREVIOUS_QUESTION_EXPLAINING_WHY_YOU_THINK_OTHER_PEOPLE_MIGHT_CHOOSE_A_DIFFERENT_ANSWER,QUESTION_IF_THERE_WERE_OTHER_PEOPLE_WHO_CHOSE_A_DIFFERENT_ANSWER_THAN_YOU_DID_DO_YOU_THINK_A_GROUP_DISCUSSION_WOULD_HELP_TO_RESOLVE_THE_CASE,DELIBERATION_ID
19245,deliberation-sarcasm,2988,depth,6,7430,not_sarcastic,1,"[{""comment"": ""spoken like a health conscious person"", ""start"": 473, ""end"": 628, ""quote"": ""This is a gimmick created by this Dr. for cash purposes.  If he's such a great diet Dr., why doesn't he recommend you eat plain nuts?  An apple?  A yogurt?""}]",I expect most people to agree with me.,,,,559
19245,deliberation-sarcasm,1197,depth,6,7468,sarcastic,1,"[{""comment"": """", ""start"": 282, ""end"": 358, ""quote"": ""mall candy bar.  I found the taste and texture so awful I had to spit it out""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,611,depth,4,4040,not_sarcastic,1,"[{""comment"": ""not sarcastic"", ""start"": 73, ""end"": 296, ""quote"": ""Make no mistake, this is a candy bar masquarading as a nutrition bar.  With whopping 9 grams of sugar ( 45 calories ) almost 1/3 of the calories in total, you'll have a much more pleasant experience having a small candy bar""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,989,depth,6,7605,not_sarcastic,0.5,"[{""comment"": ""THis is true and indicates sincerity to me. "", ""start"": 630, ""end"": 798, ""quote"": ""There is nothing magical about this bar - eat ANYTHING that contains 170 calories with a glass of water a half hour before your meal and you'll probably be just as full""}]",I expect most people to agree with me.,,,,560
19245,deliberation-sarcasm,644,depth,4,4148,sarcastic,0.5,"[{""comment"": ""squirrels probably didn't eat it as fast as person mentions."", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect most people to agree with me.,,,,210
19245,deliberation-sarcasm,8380,depth,4,4279,not_sarcastic,1,"[{""comment"": ""This part is not sarcasm, it's probably very serious."", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind."", ""This is a case where a person's answer would depend heavily on their personal preferences and taste.""]"," The review is negative but almost overly so, so it's possible somoene might view it as sarcasm or as a joke.","No, a group discussion would not help to resolve the case.",222
19245,deliberation-sarcasm,2237,depth,6,7968,sarcastic,1,"[{""comment"": ""This shows sarcasm by stating that the bar was so awful that the had to spit it out but the squirrels loved it."", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,1302,depth,4,4296,not_sarcastic,1,"[{""comment"": ""not sarcastic"", ""start"": 73, ""end"": 798, ""quote"": ""Make no mistake, this is a candy bar masquarading as a nutrition bar.  With whopping 9 grams of sugar ( 45 calories ) almost 1/3 of the calories in total, you'll have a much more pleasant experience having a small candy bar.  I found the taste and texture so awful I had to spit it out.  To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up.  This is a gimmick created by this Dr. for cash purposes.  If he's such a great diet Dr., why doesn't he recommend you eat plain nuts?  An apple?  A yogurt?  There is nothing magical about this bar - eat ANYTHING that contains 170 calories with a glass of water a half hour before your meal and you'll probably be just as full""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,1711,depth,4,4242,sarcastic,1,"[{""comment"": ""He is saying here he couldn't eat the bar but the squirrels love it.  so it's only tasty to squirrels"", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect most people to agree with me.,,,,222
19245,deliberation-sarcasm,241,depth,6,4379,not_sarcastic,1,"[{""comment"": """", ""start"": 73, ""end"": 141, ""quote"": ""Make no mistake, this is a candy bar masquarading as a nutrition bar""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,726,depth,6,4386,sarcastic,1,"[{""comment"": """", ""start"": 299, ""end"": 358, ""quote"": ""I found the taste and texture so awful I had to spit it out""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,2636,depth,6,4391,sarcastic,1,"[{""comment"": """", ""start"": 90, ""end"": 141, ""quote"": ""this is a candy bar masquarading as a nutrition bar""}, {""comment"": """", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}, {""comment"": """", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}, {""comment"": ""This is the obvious example of sarcasm. What appears to be a compliment is actually a backhanded remark. "", ""start"": 90, ""end"": 141, ""quote"": ""this is a candy bar masquarading as a nutrition bar""}]",I expect most people to agree with me.,,,,237
19245,deliberation-sarcasm,186,depth,4,4194,not_sarcastic,1,"[{""comment"": ""The writer is sincere about thinking the product is not nutritious."", ""start"": 630, ""end"": 798, ""quote"": ""There is nothing magical about this bar - eat ANYTHING that contains 170 calories with a glass of water a half hour before your meal and you'll probably be just as full""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,3988,depth,6,4394,sarcastic,1,"[{""comment"": ""SARCASTIC"", ""start"": 630, ""end"": 798, ""quote"": ""There is nothing magical about this bar - eat ANYTHING that contains 170 calories with a glass of water a half hour before your meal and you'll probably be just as full""}]",I expect most people to agree with me.,,,,237
19245,deliberation-sarcasm,1475,depth,6,4395,not_sarcastic,0.5,"[{""comment"": ""Light sarcasm"", ""start"": 362, ""end"": 470, ""quote"": ""o the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect most people to agree with me.,,,,238
19245,deliberation-sarcasm,3411,depth,6,4538,sarcastic,1,"[{""comment"": ""slightly"", ""start"": 52, ""end"": 71, ""quote"": ""Squirrel's love 'em""}]",I expect most people to agree with me.,,,,256
19245,deliberation-sarcasm,8378,depth,4,4187,sarcastic,0,"[{""comment"": ""This seems sarcastic since the review was totally negative."", ""start"": 51, ""end"": 73, ""quote"": ""\""Squirrel's love 'em!\""""}]",I expect most people to agree with me.,,,,210
19245,deliberation-sarcasm,625,depth,6,4426,not_sarcastic,1,"[{""comment"": ""Seems like the writer actually spit it out."", ""start"": 299, ""end"": 358, ""quote"": ""I found the taste and texture so awful I had to spit it out""}]",I expect most people to agree with me.,,,,238
19245,deliberation-sarcasm,2697,depth,6,4427,sarcastic,0.5,"[{""comment"": ""i doubt they did this"", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}, {""comment"": ""Do you really think they did this or are they being sarcastic?"", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect most people to agree with me.,,,,238
19245,deliberation-sarcasm,2814,depth,6,4437,not_sarcastic,1,"[{""comment"": ""An honest review about the health car. Not being sarcastic. "", ""start"": 73, ""end"": 296, ""quote"": ""Make no mistake, this is a candy bar masquarading as a nutrition bar.  With whopping 9 grams of sugar ( 45 calories ) almost 1/3 of the calories in total, you'll have a much more pleasant experience having a small candy bar""}]",I expect most people to agree with me.,,,,237
19245,deliberation-sarcasm,2077,depth,6,8025,sarcastic,1,"[{""comment"": ""this may be true but really is sarcastic"", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,988,depth,6,4494,not_sarcastic,1,"[{""comment"": ""being serious"", ""start"": 473, ""end"": 669, ""quote"": ""This is a gimmick created by this Dr. for cash purposes.  If he's such a great diet Dr., why doesn't he recommend you eat plain nuts?  An apple?  A yogurt?  There is nothing magical about this bar""}]",I expect most people to agree with me.,,,,255
19245,deliberation-sarcasm,3849,depth,6,4505,not_sarcastic,1,"[{""comment"": """", ""start"": 531, ""end"": 605, ""quote"": ""If he's such a great diet Dr., why doesn't he recommend you eat plain nuts""}]",I expect most people to agree with me.,,,,255
19245,deliberation-sarcasm,561,depth,4,4149,not_sarcastic,0.5,"[{""comment"": ""This explains a very clear and real problem. "", ""start"": 73, ""end"": 296, ""quote"": ""Make no mistake, this is a candy bar masquarading as a nutrition bar.  With whopping 9 grams of sugar ( 45 calories ) almost 1/3 of the calories in total, you'll have a much more pleasant experience having a small candy bar""}]",I expect most people to agree with me.,,,,211
19245,deliberation-sarcasm,1297,depth,6,4508,sarcastic,1,"[{""comment"": ""using the term \""whopping\"" "", ""start"": 144, ""end"": 296, ""quote"": ""With whopping 9 grams of sugar ( 45 calories ) almost 1/3 of the calories in total, you'll have a much more pleasant experience having a small candy bar""}, {""comment"": ""stating rodents like it. "", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}, {""comment"": ""very sarcastic"", ""start"": 52, ""end"": 73, ""quote"": ""Squirrel's love 'em!\""""}]",I expect most people to agree with me.,,,,255
19245,deliberation-sarcasm,2785,depth,6,4525,not_sarcastic,1,"[{""comment"": ""this is just a straightforward review."", ""start"": 473, ""end"": 528, ""quote"": ""This is a gimmick created by this Dr. for cash purposes""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,26,depth,6,4526,not_sarcastic,0.5,"[{""comment"": """", ""start"": 144, ""end"": 226, ""quote"": ""With whopping 9 grams of sugar ( 45 calories ) almost 1/3 of the calories in total""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,6002,depth,4,4163,sarcastic,0.5,"[{""comment"": """", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context.""]", The writer could have been using light humor.,"Yes, a group discussion would help to resolve the case.",211
19245,deliberation-sarcasm,8375,depth,4,4036,sarcastic,0.5,"[{""comment"": ""Using the squirrels to say the food is not fit for humans"", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect most people to agree with me.,,,,192
19245,deliberation-sarcasm,165,depth,4,4263,sarcastic,1,"[{""comment"": ""sarcastic comparison"", ""start"": 90, ""end"": 141, ""quote"": ""this is a candy bar masquarading as a nutrition bar""}]",I expect only about half of the people to agree with me.,"[""The text contains some features that indicate target category A and some features that indicate target category B.""]", they might think it is truthful,"Yes, a group discussion would help to resolve the case.",222
19245,deliberation-sarcasm,5917,breadth,23,8126,sarcastic,1,"[{""comment"": ""funny"", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,2599,depth,4,4033,not_sarcastic,1,"[{""comment"": ""While angry, the person is not being sarcastic."", ""start"": 630, ""end"": 798, ""quote"": ""There is nothing magical about this bar - eat ANYTHING that contains 170 calories with a glass of water a half hour before your meal and you'll probably be just as full""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,2170,depth,6,7353,sarcastic,1,"[{""comment"": """", ""start"": 299, ""end"": 470, ""quote"": ""I found the taste and texture so awful I had to spit it out.  To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,474,depth,4,3930,sarcastic,0.5,"[{""comment"": """", ""start"": 531, ""end"": 628, ""quote"": ""If he's such a great diet Dr., why doesn't he recommend you eat plain nuts?  An apple?  A yogurt?""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind.""]", Some may see this as sincere advice.,"Yes, a group discussion would help to resolve the case.",
19245,deliberation-sarcasm,1493,depth,6,7389,sarcastic,1,"[{""comment"": ""Showing contempt with humor for this item"", ""start"": 361, ""end"": 606, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up.  This is a gimmick created by this Dr. for cash purposes.  If he's such a great diet Dr., why doesn't he recommend you eat plain nuts?""}]",I expect most people to agree with me.,,,,559
19245,deliberation-sarcasm,1175,depth,4,3912,sarcastic,0.5,"[{""comment"": ""not meant for people"", ""start"": 361, ""end"": 436, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside""}]",I expect most people to agree with me.,,,,173
19245,deliberation-sarcasm,5007,depth,6,7369,not_sarcastic,0.5,"[{""comment"": """", ""start"": 73, ""end"": 296, ""quote"": ""Make no mistake, this is a candy bar masquarading as a nutrition bar.  With whopping 9 grams of sugar ( 45 calories ) almost 1/3 of the calories in total, you'll have a much more pleasant experience having a small candy bar""}]",I expect most people to agree with me.,,,,560
19245,deliberation-sarcasm,8497,depth,6,7391,sarcastic,1,"[{""comment"": """", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,1265,depth,4,3892,sarcastic,1,"[{""comment"": """", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,233,breadth,18,8097,not_sarcastic,0.5,"[{""comment"": """", ""start"": 90, ""end"": 141, ""quote"": ""this is a candy bar masquarading as a nutrition bar""}]",I expect only about half of the people to agree with me.,"[""The text is ambiguous because of missing context.""]", Some people might think it's insincere,"No, a group discussion would not help to resolve the case.",
19245,deliberation-sarcasm,1080,depth,4,3891,sarcastic,0,"[{""comment"": ""This sentence could be seen as sarcastic. kind of, but I feel it was more of a literal explanation and reasoning."", ""start"": 144, ""end"": 296, ""quote"": ""With whopping 9 grams of sugar ( 45 calories ) almost 1/3 of the calories in total, you'll have a much more pleasant experience having a small candy bar""}]",I expect only about half of the people to agree with me.,"[""This is a case where a person's answer would depend heavily on their personal preferences and taste.""]", I think it's up to the individuals interpretation and taste of sarcasm.,"Yes, a group discussion would help to resolve the case.",174
19245,deliberation-sarcasm,4146,depth,4,3889,sarcastic,1,"[{""comment"": ""Where the reviewer is mocking the bar."", ""start"": 608, ""end"": 798, ""quote"": ""An apple?  A yogurt?  There is nothing magical about this bar - eat ANYTHING that contains 170 calories with a glass of water a half hour before your meal and you'll probably be just as full""}]",I expect most people to agree with me.,,,,173
19245,deliberation-sarcasm,435,depth,6,7372,sarcastic,0.5,"[{""comment"": """", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect most people to agree with me.,,,,
19245,deliberation-sarcasm,8372,depth,4,3868,not_sarcastic,0.5,"[{""comment"": """", ""start"": 73, ""end"": 141, ""quote"": ""Make no mistake, this is a candy bar masquarading as a nutrition bar""}]",I expect most people to agree with me.,,,,174
19245,deliberation-sarcasm,3580,depth,4,4017,not_sarcastic,0,"[{""comment"": """", ""start"": 299, ""end"": 358, ""quote"": ""I found the taste and texture so awful I had to spit it out""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind."", ""The text contains some features that indicate target category A and some features that indicate target category B.""]", it has some aspects that could be considered sarcasm in an honest review,"Yes, a group discussion would help to resolve the case.",193
19245,deliberation-sarcasm,238,depth,4,3871,not_sarcastic,1,"[{""comment"": ""This is not sarcasm.  This probably really happened!  It would happen at my house anyway."", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}, {""comment"": ""The reviewer is mocking the bar.  Mocking is not sarcasm.  Sarcasm would be if the reviewer said the bar was so magical she felt full for days, or something else obviously outlandish."", ""start"": 608, ""end"": 798, ""quote"": ""An apple?  A yogurt?  There is nothing magical about this bar - eat ANYTHING that contains 170 calories with a glass of water a half hour before your meal and you'll probably be just as full""}, {""comment"": ""Once again, if I tossed any kind of bar outside, the squirrels would eat it.  Not sarcasm.  Perhaps exaggeration!"", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect most people to agree with me.,,,,173
19245,deliberation-sarcasm,2459,depth,4,4011,sarcastic,0.5,"[{""comment"": ""This is sarcastic"", ""start"": 73, ""end"": 141, ""quote"": ""Make no mistake, this is a candy bar masquarading as a nutrition bar""}]",I expect most people to agree with me.,,,,193
19245,deliberation-sarcasm,3546,depth,4,3867,not_sarcastic,0.5,"[{""comment"": ""This, while funny, is not sarcastic because it is surely true that the squirrels enjoyed it!"", ""start"": 361, ""end"": 470, ""quote"": ""To the delight of my squirrel friends, I tossed the rest of the bar outside where they promptly gobbled it up""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind.""]", Because there is humor in this text but I find it to be direct and not sarcastic.,"Yes, a group discussion would help to resolve the case.",174
19245,deliberation-sarcasm,389,breadth,19,6838,not_sarcastic,1,"[{""comment"": """", ""start"": 473, ""end"": 528, ""quote"": ""This is a gimmick created by this Dr. for cash purposes""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,2365,depth,13,7981,not_sarcastic,1,"[{""comment"": """", ""start"": 440, ""end"": 553, ""quote"": ""This trimmer makes a lot of noise and painfully tugs on hairs, but it's all sound and fury.  Nothing much happens""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,489,breadth,19,6089,not_sarcastic,1,"[{""comment"": """", ""start"": 440, ""end"": 530, ""quote"": ""This trimmer makes a lot of noise and painfully tugs on hairs, but it's all sound and fury""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,909,breadth,10,8039,sarcastic,1,"[{""comment"": ""sarcasm"", ""start"": 232, ""end"": 408, ""quote"": ""You can stick it in your nose until the battery dies (which actually is not such a long time), and you won't cut as much hair as you could with a pair of scissors in 10 seconds""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,8455,breadth,14,6815,sarcastic,1,"[{""comment"": ""That would take a long time and of course no one would do that for that long."", ""start"": 232, ""end"": 325, ""quote"": ""You can stick it in your nose until the battery dies (which actually is not such a long time)""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,8426,breadth,4,5451,not_sarcastic,0.5,"[{""comment"": """", ""start"": 440, ""end"": 530, ""quote"": ""This trimmer makes a lot of noise and painfully tugs on hairs, but it's all sound and fury""}]",I expect most people to agree with me.,,,,332
19246,deliberation-sarcasm,69,breadth,4,5454,sarcastic,0.5,"[{""comment"": """", ""start"": 556, ""end"": 671, ""quote"": ""So, I'd say that unless you have tremors or something, you'd be much better off with a $3-pair of manicure scissors""}]",I expect only about half of the people to agree with me.,"[""Other people may have different definitions of the target categories in mind.""]", different strokes for different folks--it's all in how it hits you at the time of reading,"Yes, a group discussion would help to resolve the case.",332
19246,deliberation-sarcasm,4454,depth,13,8013,sarcastic,0.5,"[{""comment"": ""sarcasim"", ""start"": 232, ""end"": 408, ""quote"": ""You can stick it in your nose until the battery dies (which actually is not such a long time), and you won't cut as much hair as you could with a pair of scissors in 10 seconds""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,1080,depth,13,3955,not_sarcastic,1,"[{""comment"": ""I feel this portion shows the seriousness and lack of humor the reviewer felt."", ""start"": 440, ""end"": 553, ""quote"": ""This trimmer makes a lot of noise and painfully tugs on hairs, but it's all sound and fury.  Nothing much happens""}]",I expect only about half of the people to agree with me.,"[""This is a case where a person's answer would depend heavily on their personal preferences and taste.""]", I believe they'll all agree there was no sarcasm but the section which indicated taht to them may differ.,"No, a group discussion would not help to resolve the case.",
19246,deliberation-sarcasm,952,depth,18,6625,not_sarcastic,1,"[{""comment"": ""The outline multiple ways in which this trimmer does not do as well of a job as a pair of scissors, and they are completely serious."", ""start"": 611, ""end"": 671, ""quote"": ""you'd be much better off with a $3-pair of manicure scissors""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,8372,depth,13,3949,not_sarcastic,1,"[{""comment"": """", ""start"": 144, ""end"": 229, ""quote"": ""I don't know what kind of hair this trimmer is supposed to cut, but it don't cut mine""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,3546,depth,13,3940,not_sarcastic,0.5,"[{""comment"": ""While sort of funny, this is a direct negative critique which is probably true so is not sarcastic."", ""start"": 232, ""end"": 408, ""quote"": ""You can stick it in your nose until the battery dies (which actually is not such a long time), and you won't cut as much hair as you could with a pair of scissors in 10 seconds""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,744,breadth,14,5734,not_sarcastic,0,"[{""comment"": """", ""start"": 232, ""end"": 325, ""quote"": ""You can stick it in your nose until the battery dies (which actually is not such a long time)""}]",I expect only about half of the people to agree with me.,"[""The text contains some features that indicate target category A and some features that indicate target category B.""]", The whole thing is straightforward except for this comment about the battery.,"Yes, a group discussion would help to resolve the case.",
19246,deliberation-sarcasm,1083,breadth,4,5476,sarcastic,1,"[{""comment"": ""Comparing this trimmer to a pair of scissors states just how horrible this product is."", ""start"": 232, ""end"": 408, ""quote"": ""You can stick it in your nose until the battery dies (which actually is not such a long time), and you won't cut as much hair as you could with a pair of scissors in 10 seconds""}]",I expect most people to agree with me.,,,,332
19246,deliberation-sarcasm,1197,depth,11,7684,sarcastic,1,"[{""comment"": """", ""start"": 232, ""end"": 408, ""quote"": ""You can stick it in your nose until the battery dies (which actually is not such a long time), and you won't cut as much hair as you could with a pair of scissors in 10 seconds""}, {""comment"": """", ""start"": 611, ""end"": 687, ""quote"": ""you'd be much better off with a $3-pair of manicure scissors.  Do the job in""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,55,depth,11,7784,sarcastic,1,"[{""comment"": ""Sarcastic statement"", ""start"": 232, ""end"": 408, ""quote"": ""You can stick it in your nose until the battery dies (which actually is not such a long time), and you won't cut as much hair as you could with a pair of scissors in 10 seconds""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,3834,depth,18,7907,sarcastic,0.5,"[{""comment"": "" You can stick it in your nose until the battery dies (which actually is not such a long time),"", ""start"": 232, ""end"": 397, ""quote"": ""You can stick it in your nose until the battery dies (which actually is not such a long time), and you won't cut as much hair as you could with a pair of scissors in""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,8417,breadth,12,6020,sarcastic,1,"[{""comment"": ""Uses sarcasm here when talking about someone with tremors being better than the trimmer."", ""start"": 556, ""end"": 671, ""quote"": ""So, I'd say that unless you have tremors or something, you'd be much better off with a $3-pair of manicure scissors""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,1571,breadth,19,5325,sarcastic,1,"[{""comment"": """", ""start"": 556, ""end"": 671, ""quote"": ""So, I'd say that unless you have tremors or something, you'd be much better off with a $3-pair of manicure scissors""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,474,depth,13,3959,sarcastic,1,"[{""comment"": """", ""start"": 232, ""end"": 408, ""quote"": ""You can stick it in your nose until the battery dies (which actually is not such a long time), and you won't cut as much hair as you could with a pair of scissors in 10 seconds""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,2817,breadth,1,5091,sarcastic,1,"[{""comment"": """", ""start"": 146, ""end"": 206, ""quote"": ""don't know what kind of hair this trimmer is supposed to cut""}]",I expect most people to agree with me.,,,,311
19246,deliberation-sarcasm,233,breadth,10,8056,sarcastic,0.5,"[{""comment"": """", ""start"": 144, ""end"": 229, ""quote"": ""I don't know what kind of hair this trimmer is supposed to cut, but it don't cut mine""}]",I expect most people to agree with me.,,,,598
19246,deliberation-sarcasm,2876,breadth,31,5876,sarcastic,1,"[{""comment"": ""Gives a solution and then demonstrates how ridiculous it is. "", ""start"": 262, ""end"": 324, ""quote"": ""until the battery dies (which actually is not such a long time""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,1265,depth,13,3972,sarcastic,1,"[{""comment"": """", ""start"": 556, ""end"": 671, ""quote"": ""So, I'd say that unless you have tremors or something, you'd be much better off with a $3-pair of manicure scissors""}, {""comment"": """", ""start"": 232, ""end"": 408, ""quote"": ""You can stick it in your nose until the battery dies (which actually is not such a long time), and you won't cut as much hair as you could with a pair of scissors in 10 seconds""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,887,breadth,2,5184,not_sarcastic,0.5,"[{""comment"": ""straightforward"", ""start"": 440, ""end"": 530, ""quote"": ""This trimmer makes a lot of noise and painfully tugs on hairs, but it's all sound and fury""}, {""comment"": ""straightforward"", ""start"": 144, ""end"": 229, ""quote"": ""I don't know what kind of hair this trimmer is supposed to cut, but it don't cut mine""}]",I expect most people to agree with me.,,,,311
19246,deliberation-sarcasm,3906,breadth,8,5236,not_sarcastic,1,"[{""comment"": """", ""start"": 144, ""end"": 412, ""quote"": ""I don't know what kind of hair this trimmer is supposed to cut, but it don't cut mine.  You can stick it in your nose until the battery dies (which actually is not such a long time), and you won't cut as much hair as you could with a pair of scissors in 10 seconds.  T""}]",I expect most people to agree with me.,,,,311
19246,deliberation-sarcasm,238,depth,13,3970,not_sarcastic,1,"[{""comment"": ""Just a true statement, not sarcasm."", ""start"": 440, ""end"": 530, ""quote"": ""This trimmer makes a lot of noise and painfully tugs on hairs, but it's all sound and fury""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,325,breadth,23,5399,not_sarcastic,0.5,"[{""comment"": """", ""start"": 441, ""end"": 553, ""quote"": ""his trimmer makes a lot of noise and painfully tugs on hairs, but it's all sound and fury.  Nothing much happens""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,128,breadth,23,5377,sarcastic,1,"[{""comment"": """", ""start"": 232, ""end"": 325, ""quote"": ""You can stick it in your nose until the battery dies (which actually is not such a long time)""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,5917,breadth,10,8058,sarcastic,0.5,"[{""comment"": ""sarcastic comment of not cutting their hair"", ""start"": 144, ""end"": 229, ""quote"": ""I don't know what kind of hair this trimmer is supposed to cut, but it don't cut mine""}]",I expect most people to agree with me.,,,,598
19246,deliberation-sarcasm,4146,depth,13,3979,not_sarcastic,0.5,"[{""comment"": ""Just a negative, sincere review."", ""start"": 144, ""end"": 229, ""quote"": ""I don't know what kind of hair this trimmer is supposed to cut, but it don't cut mine""}]",I expect most people to agree with me.,,,,
19246,deliberation-sarcasm,2126,breadth,10,8068,not_sarcastic,1,"[{""comment"": """", ""start"": 441, ""end"": 530, ""quote"": ""his trimmer makes a lot of noise and painfully tugs on hairs, but it's all sound and fury""}, {""comment"": """", ""start"": 232, ""end"": 284, ""quote"": ""You can stick it in your nose until the battery dies""}]",I expect most people to agree with me.,,,,598
19246,deliberation-sarcasm,1175,depth,13,3999,sarcastic,0.5,"[{""comment"": ""sarcastic"", ""start"": 144, ""end"": 199, ""quote"": ""I don't know what kind of hair this trimmer is supposed""}]",I expect most people to agree with me.,,,,
